,title,salary,city,job,publish_date,requirements,responsibilities,schedule,experience,employment,url,Job
310,Руководитель HR отделения,500000 - 600000 KZT,Астана,REDPARK,21-07-2023,Высшее образование (желательно наличие проф сертификатов). Релевантный опыт работы более 2-х лет (опыт работы в retail будет преимуществом). ,"Обучение и развитие персонала. Самостоятельная разработка и проведение тренингов. Проведение оценки персонала, аттестации. Поиск и подбор персонала на руководящие позиции. ",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83809959,HR Manager
311,HR менеджер,300000 KZT,Астана,Underground Gym,18-07-2023,Готовность тщательно вести отчетность по своей деятельности. Никто не будет лезть к тебе просто так. Работай как ты считаешь нужным...,Осуществлять полный цикл подбора сотрудников. Описание и согласование вакансий. Проведение предварительного интервью. Проведение скринингов и собеседований. Предоставление обратной связи кандидатам. ,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83642738,HR Manager
312,HR - менеджер (специалист по кадрам),,Астана,"РГП НА ПХВ ЦЕНТР ПОДДЕРЖКИ ЦИФРОВОГО ПРАВИТЕЛЬСТВА МИНИСТЕРСТВА ЦИФРОВОГО РАЗВИТИЯ, ИННОВАЦИЙ И АЭРОКОСМИЧЕСКОЙ ПРОМЫШЛЕННОСТИ РК",12-07-2023,"Навыки и умения, необходимые для исполнения должностных обязанностей: систематизации, учета и ведения документации с использованием современных информационных технологий, умение работать...","работа с персоналом в соответствии с направлениями кадровой политики. - подбор кадров, оформление приема, перевода и увольнения, командировок, отпусков работников в...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83338985,HR Manager
313,Офис-менеджер с функцией HR специалиста,200000 KZT,Алматы,MAD Almaty,27-06-2023,Развиваться как профессионал и быть готовым к новым трудностям! Работаете быстро и вам не трудно посчитать свои результаты и помочь...,Осуществление коммуникаций со всеми сотрудниками компании. Оформление внутренней документации компании. Обработка всей корреспонденции и звонков. Выполнение поручений руководителя. ,,Нет опыта,Полная занятость,https://hh.ru/vacancy/82529510,HR Manager
314,HR менеджер,200000 - 400000 KZT,Караганда,КазВентКурылыс KZ,19-07-2023,"быть веселым, общительным человеком.  вы, как батарейка, всегда позитивно заряжены и можете замотивировать людей на успех в делах.","организовывать различные «движухи» для команды, а также активно участвовать в них самому.",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83659302,HR Manager
315,HR-специалист,300000 - 300000 KZT,Астана,PVE holding,20-07-2023,Обладание знаниями в сфере HR (знание современных HR-технологий и методов подбора персонала). Высокие коммуникативные компетенции. Готовность к интенсивной работе...,Размещает вакансий и ведет их мониторинг на разных ресурсах. Осуществляет самостоятельный поиск‚ отбор и анализ резюме. Проводит качественные телефонные интервью. ,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83746733,HR Manager
316,HR менеджер,250000 KZT,Павлодар,НИЗКОЦЕН,24-07-2023,"Высшее образование. Опыт работы от 3-х лет. Знание трудового законодательства РК, основ делового общения, работы с документами и грамотной...","Производить набор, отбор и оценку соискателей, поведение собеседований с кандидатами. Искать новые источники и методы по поиску профессиональных кадров. ",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83908937,HR Manager
317,Начинающий HR-специалист,280000 - 500000 KZT,Алматы,АГ ТЕХНОЛОДЖИ,19-07-2023,"Коммуникабельность. Многозадачность. Грамотная устная и письменная речь. Знание русского языка обязательно. Опыт работы будет преимуществом, но не является обязательным, мы...",Теплый и холодный поиск кандидатов на НН. Проведение онлайн собеседований. Предоставление обратной связи кандидатам на всех этапах работы над вакансией. ,,Нет опыта,Полная занятость,https://hh.ru/vacancy/82025185,HR Manager
318,HR Менеджер,,Астана,BI-Development (ТМ BI GROUP),12-07-2023,"Высшее образование. Уверенное владение ПК – офисных программ Outlook, Word, Excel, Power Point, Visio. Знание законодательных и нрмативно-правовых актов, регламентирующих...","1. Создавать оптимальные условия для своевременного и качественного выполнения возлагаемых повседневных задач, в строгом соответствии с утверждённым порядком (регламентом) работы...",,Нет опыта,Полная занятость,https://hh.ru/vacancy/83346505,HR Manager
319,HR специалист (со знанием КДП),,Алматы,Mega Center Management,18-07-2023,Отличное (экспертное) знание ТК РК и кадрового делопроизводства. Опыт ведения КДП в компаниях численностью от 500 чел. Умение работать с...,"Оформляет прием, перевод и увольнение работников в соответствии с трудовым. Законодательством РК (штат 500 работников). Формирует и ведет личные дела...",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83620763,HR Manager
320,HR-специалист,,Алматы,Компания ЭВРИКА,05-07-2023,"Имеете практический опыт в найме и оценке персонала от 1 года. Умеете анализировать новую информацию. Обладаете высокой производительностью труда, умеете...",Подбор персонала в главный офис (точечный) и магазины компании. Составления профиля должности. Тестирование и обновление базы тестов. Проведение личных/групповых...,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/80209721,HR Manager
321,HR-директор,1000000 KZT,Алматы,Prosperity Life,24-07-2023,Опыт работы в сфере HR не менее 3-х лет. Высшее образование. Опыт разработки стратегии в области HR. ,Управление эффективностью на базе KPI. Эффективный и качественный подбор персонала. Постановка эффективной системы привлечения и удержания. Развитие и поддержание системы...,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83932885,HR Manager
322,HR менеджер,220000 - 300000 KZT,Кызылорда,Жумартова Г.С,17-07-2023,Высшее образование. Обязательный опыт работы <highlighttext>HR</highlighttext>- <highlighttext>менеджером</highlighttext> от 5 лет . Отличное знание трудового законодательства и правил ведения кадрового делопроизводства. ,Поиск и подбор персонала. Создавать кадровый резерв. Обучение персонала. Ввод в должности персонала. Ведение кадрового учета на предприятии в полном...,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83562730,HR Manager
323,HR менеджер,350000 KZT,Алматы,Медицинский центр EMIRMED,14-07-2023,"Опыт работы не менее трех лет. Развитые коммуникативные навыки, организационные способности. Умение работать в режиме многозадачности. Организованность, стрессоустойчивость.","Разработка нормативных документов. Кадровый резерв, мотивация и оценка персонала. Поиск и подбор персонала. Стажировка и адаптация новых сотрудников. ",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83443493,HR Manager
324,HR-специалист,150000 KZT,Семей,2GIS-SEMEY,17-07-2023,Опыт подбора персонала будет плюсом. Умение работать с большим объемом информации. Умение самостоятельно организовывать свою работу и быть нацеленным на...,"Поиск, набор, подбор персонала в команду. Адаптация, оценка, мотивация и развитие. Основные вакансии: менеджер по продажам. Помощь руководителям подразделений в...",,Нет опыта,Полная занятость,https://hh.ru/vacancy/83547933,HR Manager
325,"HR менеджер, удаленно",200000 KZT,Алматы,Service Press,19-07-2023,Опыт в подборе персонала. Желательно понимание производственной (типографской) специфики.,Поиск персонала. Проведение предварительных интервью. Предоставление отчета о проделанной работе.,,От 3 до 6 лет,Частичная занятость,https://hh.ru/vacancy/83659664,HR Manager
326,Помощник HR менеджера,150000 - 150000 KZT,Алматы,Fast Meals and Goods,24-07-2023,1. Знание разговорного казахского и русского языков. 2. Высокая работоспособность. 3. Умение находить общий язык с людьми. 4. ,"Размещение и обновление вакансий. Обзвон кандидатов, приём входящих звонков от соискателей, организация групповых интервью. Распределение стажёров по торговым точкам. ",,Нет опыта,Полная занятость,https://hh.ru/vacancy/83791127,HR Manager
327,HR менеджер в Антикафе MYROOM,,Алматы,MyRoom Group,05-07-2023,"Знание, понимание и успешное использование процессов рекрутинга. Опыт в разработке и успешного внедрения систем материальной и не материальной мотивации. ",Внутренний найм персонала компании. Разработка и поддержание системы материальной и не материальной мотивации персонала. Поддержание процесса адаптации персонала. ,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83033566,HR Manager
328,HR-менеджер в Спортивный комплекс,300000 - 600000 KZT,Алматы,Насыров,12-07-2023,"Опыт работы от 3-х лет. Опыт работы с различными HR процессами: рекрутинг, корпоративная культура и вовлеченность, управление талантами, мотивация...","Заниматься набором персонала. Разработка и внедрение учебного материала для обучение сотрудников. Разработка кадровой политики в области подбора, аттестации, оценки, обучения...",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83313914,HR Manager
329,HR-менеджер / Специалист по подбору персонала,450000 - 600000 KZT,Шымкент,Агротоп,21-07-2023,"Энергичный человек, который умеет доводить дела до конца. Опытный HR, который работал в этой сфере не менее 5 лет. ",Разработка и реализация HR стратегии компании соответствующий бизнес-целям компании. Организация и проведение процесса подбора персонала. Разработка и внедрение системы...,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83614587,HR Manager
330,HR менеджер,350000 KZT,Астана,Промышленная Металлургия,24-07-2023,Высшее образование. Трудовое законодательство. Основы делового общения. Азы делопроизводства. Основы менеджмента в целом и менеджмента кадров в частности. ,"Найм. Адаптация сотрудников. Организация системы профессионального обучения кадров. Оценка отдела продаж (тестирование, KPI). Ведение архива личных дел сотрудников.",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83585241,HR Manager
331,HR-директор,500000 KZT,Костанай,Поликлиника №5 города Костанай,17-07-2023,"Высшее образование в сфере экономики, психологии, юриспруденции. Опыт работы в отделе кадров в медицинской организации. Опыт работы в сфере управления...","Разработка кадровых политик, стандартов, процедур и регламентов. Развитие HR-бренда. Формирование имиджа привлекательного работодателя во внешней и внутренней среде. ",,Более 6 лет,Полная занятость,https://hh.ru/vacancy/83518420,HR Manager
332,Офис-менеджер с функциями HR менеджера,300000 KZT,Алматы,ALEM LTD,26-06-2023,Высшее или средне-специальное образование. Опыт работы не менее трех лет. Грамотное правописание и речь. Обязательно знание 1С 8...,"Прием входящих звонков, фильтрация и распределение звонков, встреча посетителей. Регистрация входящей, исходящей корреспонденции. Организация документооборота (подготовка исходящих документов, информационно-справочное...",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/82380230,HR Manager
333,Специалист/менеджер/HR по кадрам,,Астана,ЖАНЕЛ ММ,25-06-2023,Коммуникабельность. Отличное знание Трудового кодекса РК. Гибкость. Стрессоустойчивость. Умение работать на сайтах по поиску работы и на сайте enbek.kz. Ответственность.,Ведение и составление документов. Заключение трудовых договоров. Подбор квалифицированных кадров. Ведение делопроизводства. Решение вопросов кадрового обеспечения и.т. д.,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/82368345,HR Manager
334,Ассистент HR-менеджера,,Алматы,ADVERSO GROUP (АДВЕРСО ГРУП),20-07-2023,Ответственность. Умение работать в команде. Инициативность. Умение работать в режиме многозадачности. Желание расти в сфере HR. Грамотная письменная и устная...,Ведение кадрового документооборота. Мониторинг резюме. Телефонные интервью. Организация корпоративных мероприятий. Поиск и подбор промо-персонала на мероприятия. Сбор кастингов. ,,Нет опыта,Полная занятость,https://hh.ru/vacancy/83730573,HR Manager
335,"Менеджер, Департамент HR",,Астана,Национальные информационные технологии,11-07-2023,Высшее/допускается наличие среднего профессионального образования по направлению деятельности (социально-экономические науки и бизнес; право; естественные науки; технические науки и...,"Ведение кадрового делопроизводства в рамках стандартов Общества и Трудового законодательства РК. Переписка и исполнение поручений по вопросам, находящихся в компетенции...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83287718,HR Manager
336,HR менеджер в единственном лице,400000 KZT,Алматы,Орасан табыс,05-07-2023,"Обязательно: Аналогичный опыт работы, в частности с линейным персоналом.",Подбор персонала в наши заведения. Кадровое делопроизводство. Ведение базы Енбек. Построение HR системы с 0.,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83002322,HR Manager
337,HR менеджер онлайн,,Алматы,Компания Правильные продукты,22-07-2023,Опыт работы <highlighttext>HR</highlighttext>-<highlighttext>менеджером</highlighttext> или рекрутером не менее 2 лет. Глубокое понимание процесса найма и методов подбора персонала. ,"Проводить поиск потенциальных кандидатов с использованием различных источников (вакансионные сайты, профессиональные социальные сети, базы данных и т.д.). ",,Нет опыта,Частичная занятость,https://hh.ru/vacancy/83379646,HR Manager
338,HR Advisor,,Астана,Brunel Atyrau LLP,18-07-2023,Work experience in the relevant position of at least 5 years and more in HR sphere. Knowledge of English at...,"Personnel records management, archiving of documents in accordance with the requirements of the legislation of the Republic of Kazakhstan. ",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83626947,HR Manager
339,HR-менеджер/Специалист по работе с персоналом,300000 - 350000 KZT,Алматы,Hathor art center,10-07-2023,"...требований трудового законодательства. Опыт работы не менее 3-х лет на должности <highlighttext>менеджера</highlighttext> <highlighttext>по</highlighttext> <highlighttext>персоналу</highlighttext>/<highlighttext>HR</highlighttext> <highlighttext>менеджера</highlighttext>. Коммуникабельность, ответственность, оперативность.",Подбор персонала различного уровня. Ведение кадрового делопроизводства в соответствии с законодательством РК. Контроль дисциплины сотрудников. Планирование потребностей в кадрах. ,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/81823911,HR Manager
340,HR менеджер,365000 - 430000 KZT,Алматы,Айбар Болашак,21-07-2023,Успешный опыт работы в области HR от 3-х лет. Знание и владение технологиями подбора персонала. Готовность работать в интенсивном...,Поиск и привлечение продуктивных кандидатов на открытые вакансии. Сопровождение полного цикла найма и адаптации (без КДП). Формирование и наполнение должностных...,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83618724,HR Manager
341,HR-менеджер,200000 KZT,Караганда,Avrora Fashion Gallery (ИП Пурей Е.И.),11-07-2023,УВЕРЕННОСТЬ. СИСТЕМНОСТЬ.,"РАЗВИТИЕ. Есть понятная структура, регламенты и стандарты, понятные маршруты взаимодействия. Рекрутер – специалист по поиску и подбору персонала. ВАШ ФУНКЦИОНАЛ: Осуществлять...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83252691,HR Manager
342,HR менеджер,400000 - 500000 KZT,Алматы,KAZCONFERENCE GROUP,10-07-2023,"Вы имеете высшее образование, не обязательно профильное, курсы по HR желательны. У Вас есть успешный опыт работы от 3 лет...","Найм, оценка, адаптация и обучение персонала. Разработка систем мотивации и взаимодействие с действующим персоналом. Развитие HR брендинга. Ведение кадрового документооборота. ",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83246988,HR Manager
343,Помощник руководителя отделение HR,200000 KZT,Алматы,TECHNO POWER,21-07-2023,"Быть веселым, общительным человеком. Обучение навыкам по найму. Вы как “батарейка” всегда позитивно заряжены и можете замотивировать людей на успех...",Эффективная работа внешней и внутренней коммуникационной системы. Будете верным другом и помощником на время стажировки для нового сотрудника. Проведение инспекций. ,,Нет опыта,Полная занятость,https://hh.ru/vacancy/82530275,HR Manager
344,Офис-менеджер / ассистент HR-(кадровое делопроизводство),,Алматы,МФО Swiss Capital (Свисс Капитал),23-07-2023,Среднее специальное или высшее образование. Отличные коммуникативные навыки. Компьютерная грамотность. Стрессоустойчивость. Энергичность.,Ведение кадрового делопроизводства. Заказ и покупка билетов на командирование работников. Контроль за непрерывностью деятельности офиса.,,Нет опыта,Полная занятость,https://hh.ru/vacancy/83276127,HR Manager
345,Рекрутер/HR-менеджер,350000 - 500000 KZT,Алматы,Coco wear,23-07-2023,"Активная жизненная позиция, нацеленность на результат, лидерские качества, отличные организаторские способности, инициативность, целеустремленность. Опыт работы на аналогичной должности не менее...",Быть помощником первого руководителя. Поиск и привлечение кандидатов на открытую вакансию. Проводить 3-х этапное интервью. Нанимать только ПРОДУКТИВНЫХ сотрудников. ,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83726230,HR Manager
346,"Руководитель отдела HR (логистика, производственно-складской комплекс)",500000 - 600000 KZT,Алматы,FinTechPro,24-07-2023,"Аналогичный опыт в сфере производства, логистики в построение всей системы HR. Любовь к людям, высокая эмпатия, интерес к созиданию. ",Компания по управлению производственно-логистическим комплексом в поиске Руководителя отдела персонала. Задачи: Аудит текущих бизнес-процессов по кадровому менеджменту и...,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83934182,HR Manager
347,HR - менеджер (рекрутер),250000 KZT,Астана,Казпром Серт,24-07-2023,"Развитые организационные способности, навыки организации корпоративных мероприятий и тимбилдингов. Грамотная письменная и устная речь (желательно знание казахского и русского языков). ","Разрабатывает индивидуальный план мероприятий по вводу нового сотрудника. Осуществляет мероприятие по введению сотрудника в организацию. Координирует мероприятия, связанные с ведением...",,Более 6 лет,Полная занятость,https://hh.ru/vacancy/83913640,HR Manager
348,Офис-менеджер (с функциями HR),250000 - 300000 KZT,Алматы,Smart Digital Consulting,23-07-2023,"Высшее образование. Опыт работы от 1-го года. Грамотная устная и письменная речь. Знание офисных программ (MS Office: Word, Excel). ","Обеспечение жизнедеятельности офиса. Работа с документацией, корреспонденцией. Ведение кадрового делопроизводства: приём, перемещение, увольнение и др; ведение штатного расписания, формирование личных...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83516368,HR Manager
349,HR менеджер,,Алматы,Millenial Group (Миллениал Групп),06-07-2023,"Опыт подбора персонала от 1 года. Опыт работы с рынком Узбекистана! Высшее образование. Самостоятельность, коммуникабельность и любовь к людям. ",Найм персонала: Умение работать с разными ресурса подбора персонала (социальные сети/ тг-каналы). Подбор персонала офисных позиций: руководители / линейный персонал...,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83109223,HR Manager
350,Ассистент HR-менеджера,150000 - 200000 KZT,Алматы,Алейрон,11-07-2023,"Порядок работы с документами. Современные информационные технологии работы с документами. Структуру организации, руководство структурных подразделений. Умение вести коммуникации.","Составление приказов и других необходимых для работы организации документов. Учет, регистрация и распределение входящей и исходящей документации. Проверка, редактирование исходящих...",,Нет опыта,Полная занятость,https://hh.ru/vacancy/83259612,HR Manager
351,HR менеджер,200000 - 200000 KZT,Астана,ML & Company,21-07-2023,Опыт работы в подборе персонала. Умение выявить слабые и сильные стороны кандидата. Оперативность при принятии решений.,"Поиск и подбор персонала. Создания и обработка вакансий, проведение первичных собеседований. Оформление трудовых договоров, доп.соглашений к ТД , договоров ГПХ, регистрация...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83793072,HR Manager
352,Помощник HR менеджера,128000 - 150000 KZT,Караганда,Благотворительный фонд Meyrimdilik,17-07-2023,Среднее спец. или высшее образование. Грамотность. Знание казахского и русского языков в совершенстве. Ответственность.,"Оформление работников при приеме на работу (заполнение карточек Т2, ТД, запись в трудовых книжках). Ведение делопроизводства. Поиск работников в...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83518995,HR Manager
353,HR менеджер,500000 KZT,Астана,INOS LLC,12-07-2023,Опыт 10 лет. Умение эффективно использовать различные инструменты для пассивного и активного поиска кандидатов. Знания и навыки использования технологий отбора...,"Определение потребности в трудовых ресурсах и составление профиля должности. Рекрутинг. Поиск требуемых кандидатов посредством собственных информационных баз и контактов, средств...",,Более 6 лет,Полная занятость,https://hh.ru/vacancy/83338009,HR Manager
354,Бухгалтер / HR-менеджер в одном лице,300000 KZT,Астана,«Торгово-промышленная группа «ТИТАН»,19-07-2023,Знание 1С. Опыт работы с банковскими выписками.,"Обработка первичной документации, отражение в программе 1С. Кадровое делопроизводство: прием, увольнение, составление трудовых договоров, регистрация в Enbek.kz. Составление приказов. ",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83695942,HR Manager
355,HR менеджер,300000 - 400000 KZT,Алматы,АЛМАТЫ ОБЛЫСЫНЫҢ ЖОЛАУШЫЛАРДЫ ТАСЫМАЛДАУ КОМПАНИЯСЫ,05-07-2023,"Опыт работы в HR-сфере не менее 3 лет. Глубокое понимание принципов подбора и оценки персонала. Знание законодательства, регулирующего трудовые...","Планирование и проведение процесса подбора персонала, включая размещение вакансий, сбор резюме, проведение собеседований и оценку кандидатов. Разработка и внедрение программы...",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83056155,HR Manager
356,HR Admin,,Астана,KPMG,30-06-2023,"Bachelor degree preferably in HRM, Accounting, Economics. Work experience of 1-3 years in HR record keeping (preferably in international...","Full scope support in HR administration (orders, employment contracts, various HR related documentation, etc.). Maintain personal files, labor contracts, labor...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/80308979,HR Manager
357,Начинающий HR-менеджер/рекрутер,500000 - 700000 KZT,Шымкент,Мега арт-двери (ИП «Пон В.В.»),17-07-2023,Нанимать качественный линейный персонал (сильные продавцы с опытом работы в продажах). Наличие ресурсов для качественного выполнения задач.,Готовы щепетильно вести отчетность по своей деятельности.,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83581744,HR Manager
358,HR Директор / HR-менеджер / Менеджер по персоналу,300000 - 500000 KZT,Астана,KAZNKS GROUP,23-07-2023,Минимальный опыт управления людьми (1 год). - Желателен опыт в найме (проводил собеседования). - Опыт решения конфликтных ситуаций с персоналом (невыход на...,1. Наем новых сотрудников в компанию. 2. Контроль найма в компании. 4. Адаптация и ввод в должность. 5. ,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83275535,HR Manager
359,HR менеджер в Медицинский центр,,Алматы,КазМед,03-07-2023,Высшее или средне-специальное профильное образование. Знание нормативных актов по ведению делопроизводства. Навыки обращения с компьютером (выше базовых). Коммуникативные навыки. ,"Наблюдение за рынком труда, владение информацией о сложившейся ситуации с кадрами, средней заработной плате на рынке и информирование об этом...",,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/82889776,HR Manager
360,HR менеджер по кадровому администрированию 1C ЗУП,,Алматы,NLS Kazakhstan,21-07-2023,Обязательное знание 1C ЗУП. Опыт работы на аналогичной позиции не менее 3-х лет. Высшее или средне-специальное образование. ,"Вести учет личного состава предприятия, в соответствии с формами первичной учетной документации. Оформлять прием, перевод и увольнение работников согласно законодательству...",,Более 6 лет,Полная занятость,https://hh.ru/vacancy/83814187,HR Manager
361,HR менеджер,,Алматы,ATMO TURKESTAN,22-07-2023,Опыт работы по специальности <highlighttext>HR</highlighttext> <highlighttext>менеджера</highlighttext> не менее 5 лет в производственных предприятиях с числом сотрудников не менее 50 человек. ,,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83658736,HR Manager
362,HR-specialist,,Алматы,Хуавей Текнолоджиз Казахстан,29-06-2023,High education. Fluent English. Experience on the position <highlighttext>HR</highlighttext> <highlighttext>manager</highlighttext> not less then 2 years. Well-organized. Chinese is preferred.,"...<highlighttext>Management</highlighttext> (<highlighttext>HR</highlighttext> documentation, following RK legislation, 1C HR part), Staff relations, Training&Learning. Support in development, implementation and <highlighttext>management</highlighttext>...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/82754594,HR Manager
363,HR менеджер,350000 - 550000 KZT,Алматы,Pantos Logistics Kazakhstan,24-07-2023,Высшее образование. Знание ТК РК и 1С. Опыт работы в области управления персоналом / кадрового делопроизводства от 3 года. ,Контроль и координация HR бизнес-процессов в компании. Ведение кадрового делопроизводства в соответствии с трудовым законодательством РК и стандартами компании...,,От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/83378605,HR Manager
364,Рекрутер / Менеджер по подбору персонала / HR менеджер,200000 - 400000 KZT,Алматы,Enter Industry,12-07-2023,,"закрытие вакансий по воронке рекрутинга. - создание профилей должности, вакансий, структурированных интервью. - работа с сайтами поиска сотрудников. - создание и ведение фермы...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83333045,HR Manager
365,Рекрутер / hr менеджер,200000 - 350000 KZT,Алматы,"Level UP education, ТМ",10-07-2023,"Опыт работы в качестве HR, рекрутинга от 1-года. Желательно: высшее образование. Способность смотреть на задачу комплексно. Стратегическое мышление, понимание...","Проводить первичное собеседование, тестирование, интервью и беседы с кандидатами на должность. Отбор, набор и адаптация персонала. Участие в разработке и...",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83194187,HR Manager
366,HR Мanager of Marketing Team,,Алматы,Green Code,20-07-2023,"Опыт работы в роли <highlighttext>HR</highlighttext>-<highlighttext>Менеджера</highlighttext> от 2х лет. Опыт разработки и внедрения HR-процессов. Опыт подбора персонала, понимание...",Обеспечение полного цикла HR сервиса в Media Buying Team (от подбора до ухода сотрудника). Адаптация и внедрение всех HR процессов...,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83744582,HR Manager
367,Офис-менеджер (с функциями HR),250000 - 300000 KZT,Алматы,Дженерал Адванс,14-07-2023,"Образование средне - специальное, высшее. Грамотная письменная и устная речь. Презентабельный внешний вид. Отличные организаторские способности. Знание офисных программ (MS Office...","Поиск и подбор персонала на открытые вакансии. Проведение вводного инструктажа с новыми работниками. Работа с документацией, составление отчётов. ",,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/83446250,HR Manager
368,Специалист по персоналу / HR - партнёр,250000 KZT,Алматы,Группа Официальных Дилеров Сильвер,19-07-2023,"Независимо от опыта работы, мы ценим горящие глаза, эмпатию и стремление к развитию в области HR! - Эмпатия и умение свободно...",Адаптация новых сотрудников и интеграция их в организацию. - Подбор и отбор для различных вакансий в компании. - Проведение аттестаций и оценка...,,Нет опыта,Полная занятость,https://hh.ru/vacancy/83685268,HR Manager
369,HR менеджер на период отсутствия основного работника,200000 - 300000 KZT,Алматы,"Банк Китая в Казахстане, АО ДБ",04-07-2023,"Образование: высшее профессиональное, экономическое. Стаж работы: не менее 2 лет в HR-сфере. - знание трудового законодательства РК. -отличные навыки ведения...",поиск и подбор на открытые вакансии. -знание процедур оформления разрешений на привлечение иностранной рабочей силы (ИРС) и рабочих виз для...,,От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/82978816,HR Manager
